Mean TemperatureC,MeanDew PointC, Mean Humidity, Mean Sea Level PressurehPa, Mean VisibilityKm, Mean Wind SpeedKm/h, Max Gust SpeedKm/h,WindDirDegrees,Precipitationmm, CloudCover
0.0,-6.0,73.0,1009,,5,,91,0.0,
1.0,-3.0,76.0,1001,10.0,3,,345,0.0,5.0
8.0,6.0,90.0,1002,8.0,10,50.0,305,0.0,5.0
7.0,4.0,86.0,1011,9.0,8,,197,0.0,4.0
8.0,8.0,95.0,999,8.0,10,40.0,309,0.0,6.0
10.0,9.0,92.0,993,9.0,14,37.0,162,0.0,6.0
7.0,4.0,81.0,999,10.0,10,48.0,302,0.0,5.0
3.0,-3.0,63.0,1013,10.0,11,,323,0.0,3.0
3.0,-3.0,68.0,1017,,5,,354,0.0,
1.0,-7.0,65.0,1020,,5,,354,0.0,
2.0,-5.0,70.0,1021,,5,,2,0.0,
4.0,-1.0,76.0,1020,,3,,354,0.0,
8.0,3.0,80.0,1017,10.0,5,,351,0.0,2.0
4.0,4.0,91.0,1014,7.0,5,,350,0.0,6.0
8.0,8.0,96.0,1017,5.0,3,27.0,352,0.0,5.0
8.0,6.0,87.0,1019,8.0,5,,324,0.0,5.0
9.0,6.0,84.0,1019,4.0,5,26.0,27,0.0,4.0
4.0,2.0,87.0,1019,7.0,3,27.0,145,0.0,1.0
7.0,6.0,93.0,1019,7.0,6,29.0,176,0.0,5.0
8.0,7.0,90.0,1015,9.0,10,40.0,182,0.0,6.0
12.0,10.0,88.0,1013,9.0,13,60.0,181,0.0,6.0
11.0,8.0,82.0,1015,10.0,16,52.0,178,0.0,5.0
10.0,8.0,88.0,1016,9.0,13,48.0,179,0.0,5.0
9.0,7.0,92.0,1017,9.0,8,34.0,195,0.0,5.0
7.0,6.0,92.0,1021,8.0,5,48.0,190,0.0,5.0
11.0,8.0,79.0,1023,10.0,14,50.0,250,0.0,4.0
10.0,7.0,85.0,1028,9.0,3,,13,0.0,1.0
7.0,6.0,94.0,1026,5.0,3,24.0,29,0.0,2.0
8.0,4.0,87.0,1024,5.0,5,,345,0.0,1.0
8.0,4.0,83.0,1027,7.0,5,24.0,342,0.0,
7.0,3.0,84.0,1027,9.0,5,,330,0.0,
3.0,4.0,98.0,1029,3.0,3,,22,0.0,6.0
7.0,6.0,93.0,1026,2.0,3,,341,0.0,4.0
7.0,5.0,89.0,1022,8.0,2,,188,0.0,4.0
7.0,3.0,79.0,1021,9.0,5,,11,0.0,4.0
3.0,-12.0,34.0,1024,,14,50.0,59,0.0,
1.0,-13.0,38.0,1020,,10,,50,0.0,
0.0,-11.0,48.0,1018,,8,,40,0.0,
1.0,-9.0,54.0,1019,,5,,353,0.0,
1.0,-7.0,63.0,1017,8.0,5,,348,0.0,
1.0,-4.0,75.0,1008,10.0,5,,1,0.0,3.0
2.0,2.0,92.0,1001,8.0,6,,5,0.0,6.0
7.0,4.0,89.0,1004,9.0,11,45.0,174,0.0,4.0
6.0,2.0,84.0,1008,9.0,8,26.0,236,0.0,5.0
3.0,2.0,90.0,1011,8.0,3,24.0,11,0.0,5.0
4.0,-2.0,70.0,1017,10.0,6,,20,0.0,2.0
3.0,-3.0,69.0,1024,10.0,6,,357,0.0,1.0
6.0,-3.0,58.0,1027,9.0,10,,346,0.0,
6.0,-2.0,67.0,1029,,5,,341,0.0,
7.0,0.0,71.0,1033,,3,,329,0.0,
8.0,-1.0,64.0,1033,,5,,342,0.0,
9.0,-1.0,64.0,1029,,5,,342,0.0,
8.0,-1.0,63.0,1026,,5,21.0,349,0.0,
7.0,-2.0,64.0,1022,,5,39.0,322,0.0,
7.0,1.0,73.0,1022,8.0,5,27.0,2,0.0,
7.0,1.0,72.0,1023,7.0,5,26.0,333,0.0,
7.0,1.0,73.0,1020,7.0,6,35.0,291,0.0,
7.0,2.0,74.0,1020,8.0,6,39.0,235,0.0,2.0
6.0,3.0,80.0,1013,10.0,10,53.0,211,0.0,4.0
7.0,0.0,63.0,1011,10.0,21,53.0,259,0.0,3.0
8.0,5.0,90.0,1003,7.0,11,42.0,210,0.0,5.0
6.0,3.0,85.0,999,10.0,21,53.0,209,0.0,5.0
7.0,2.0,72.0,1000,10.0,21,60.0,271,0.0,4.0
7.0,2.0,76.0,1016,9.0,8,48.0,193,0.0,1.0
8.0,7.0,94.0,1016,7.0,8,37.0,174,0.0,5.0
10.0,6.0,83.0,1017,8.0,6,27.0,244,0.0,4.0
9.0,3.0,64.0,1021,10.0,18,53.0,272,0.0,4.0
13.0,6.0,60.0,1019,10.0,23,47.0,271,0.0,2.0
12.0,4.0,62.0,1023,10.0,5,,250,0.0,1.0
11.0,4.0,66.0,1026,,5,,358,0.0,
11.0,3.0,62.0,1026,8.0,5,26.0,289,0.0,
12.0,4.0,62.0,1024,,3,,33,0.0,
9.0,-1.0,52.0,1024,10.0,14,,10,0.0,1.0
5.0,-3.0,55.0,1022,10.0,19,66.0,353,0.0,3.0
6.0,-3.0,56.0,1022,10.0,19,52.0,2,0.0,4.0
6.0,-2.0,60.0,1020,10.0,18,,4,0.0,5.0
3.0,-2.0,73.0,1019,10.0,6,,17,0.0,5.0
3.0,2.0,92.0,1016,7.0,8,37.0,25,0.0,6.0
7.0,2.0,75.0,1018,10.0,6,,72,0.0,3.0
7.0,1.0,73.0,1018,10.0,5,,356,0.0,3.0
10.0,2.0,60.0,1018,10.0,8,,58,0.0,2.0
9.0,2.0,62.0,1019,10.0,8,,86,0.0,4.0
11.0,4.0,68.0,1020,10.0,6,47.0,142,0.0,3.0
9.0,2.0,64.0,1022,7.0,5,32.0,137,0.0,
7.0,4.0,84.0,1014,8.0,6,45.0,20,0.0,5.0
10.0,7.0,83.0,1003,9.0,8,39.0,301,0.0,5.0
9.0,7.0,81.0,1003,9.0,10,47.0,186,0.0,5.0
10.0,8.0,83.0,1001,9.0,11,52.0,129,0.0,5.0
10.0,6.0,77.0,1003,10.0,14,50.0,228,0.0,4.0
10.0,2.0,61.0,1008,10.0,19,61.0,274,0.0,3.0
11.0,4.0,64.0,1018,10.0,11,,350,0.0,2.0
11.0,3.0,64.0,1025,,6,,139,0.0,
12.0,3.0,57.0,1025,,3,,338,0.0,
11.0,-1.0,49.0,1022,,5,,360,0.0,
10.0,3.0,60.0,1023,10.0,6,34.0,129,0.0,2.0
10.0,1.0,55.0,1025,10.0,8,,117,0.0,4.0
9.0,3.0,68.0,1024,10.0,11,42.0,70,0.0,5.0
10.0,7.0,83.0,1025,10.0,10,27.0,64,0.0,6.0
12.0,8.0,80.0,1022,10.0,8,,27,0.0,5.0
13.0,9.0,77.0,1016,10.0,10,52.0,239,0.0,3.0
10.0,8.0,82.0,1015,10.0,18,64.0,247,0.0,3.0
10.0,5.0,68.0,1019,10.0,13,39.0,256,0.0,3.0
12.0,6.0,67.0,1019,9.0,10,,269,0.0,2.0
16.0,7.0,61.0,1023,10.0,13,,282,0.0,2.0
13.0,7.0,68.0,1027,10.0,3,34.0,324,0.0,1.0
16.0,8.0,65.0,1024,,6,27.0,326,0.0,
14.0,8.0,65.0,1017,,6,,345,0.0,
14.0,11.0,82.0,1014,9.0,8,58.0,167,0.0,5.0
16.0,11.0,77.0,1021,10.0,5,,359,0.0,3.0
17.0,9.0,67.0,1024,,5,,16,0.0,
18.0,8.0,60.0,1025,,6,,47,0.0,
19.0,8.0,57.0,1026,,6,,352,0.0,
19.0,7.0,55.0,1024,,6,34.0,308,0.0,
19.0,7.0,55.0,1021,10.0,8,48.0,289,0.0,1.0
17.0,9.0,61.0,1021,,8,,44,0.0,
16.0,7.0,55.0,1023,10.0,11,42.0,35,0.0,2.0
17.0,5.0,50.0,1025,,11,32.0,16,0.0,
17.0,5.0,51.0,1020,,6,40.0,249,0.0,
17.0,5.0,50.0,1012,10.0,8,42.0,322,0.0,1.0
16.0,1.0,36.0,1011,,10,,34,0.0,
15.0,6.0,57.0,1015,10.0,10,,95,0.0,4.0
14.0,4.0,55.0,1017,10.0,8,,134,0.0,1.0
14.0,3.0,46.0,1016,10.0,11,40.0,139,0.0,1.0
16.0,7.0,57.0,1011,10.0,11,39.0,167,0.0,3.0
17.0,12.0,78.0,1010,10.0,11,40.0,147,0.0,5.0
16.0,11.0,82.0,1009,9.0,8,39.0,129,0.0,5.0
11.0,9.0,87.0,1006,10.0,11,45.0,155,0.0,6.0
13.0,9.0,83.0,1008,10.0,5,,59,0.0,5.0
14.0,8.0,70.0,1013,10.0,8,,25,0.0,2.0
16.0,9.0,66.0,1016,10.0,13,,15,0.0,2.0
16.0,8.0,63.0,1016,10.0,11,,12,0.0,3.0
16.0,6.0,56.0,1015,10.0,8,,357,0.0,1.0
16.0,7.0,55.0,1010,10.0,8,,324,0.0,1.0
15.0,8.0,67.0,1004,10.0,11,34.0,40,0.0,2.0
13.0,10.0,79.0,1002,10.0,10,35.0,162,0.0,5.0
16.0,9.0,71.0,1003,10.0,11,40.0,161,0.0,3.0
17.0,11.0,75.0,1002,10.0,8,,2,0.0,4.0
17.0,10.0,67.0,1011,10.0,8,42.0,283,0.0,1.0
17.0,7.0,56.0,1017,10.0,6,47.0,217,0.0,1.0
16.0,7.0,58.0,1017,10.0,6,37.0,292,0.0,2.0
18.0,11.0,63.0,1014,10.0,13,60.0,138,0.0,2.0
14.0,11.0,76.0,1013,9.0,14,40.0,174,0.0,3.0
14.0,8.0,65.0,1019,10.0,11,45.0,189,0.0,1.0
18.0,9.0,64.0,1021,,5,27.0,357,0.0,
18.0,10.0,60.0,1024,10.0,5,,131,0.0,1.0
19.0,9.0,56.0,1022,10.0,5,29.0,125,0.0,1.0
19.0,11.0,59.0,1019,10.0,6,,37,0.0,1.0
20.0,11.0,60.0,1018,10.0,5,39.0,154,0.0,2.0
20.0,12.0,70.0,1019,10.0,10,34.0,13,0.0,4.0
14.0,3.0,51.0,1024,10.0,14,,53,0.0,1.0
17.0,6.0,53.0,1024,10.0,8,24.0,70,0.0,2.0
18.0,9.0,61.0,1021,10.0,6,37.0,59,0.0,1.0
19.0,8.0,55.0,1015,10.0,10,,111,0.0,3.0
16.0,10.0,72.0,1016,10.0,11,,105,0.0,5.0
17.0,8.0,60.0,1019,10.0,5,,15,0.0,2.0
19.0,8.0,49.0,1020,10.0,6,,30,0.0,2.0
21.0,10.0,53.0,1021,10.0,6,,3,0.0,1.0
21.0,10.0,52.0,1024,10.0,6,29.0,356,0.0,1.0
22.0,9.0,45.0,1024,10.0,6,32.0,40,0.0,1.0
23.0,7.0,38.0,1022,10.0,5,37.0,172,0.0,1.0
23.0,9.0,43.0,1019,10.0,10,63.0,275,0.0,2.0
20.0,14.0,78.0,1018,10.0,8,37.0,49,0.0,4.0
20.0,13.0,72.0,1017,8.0,5,,50,0.0,3.0
22.0,13.0,58.0,1016,10.0,11,40.0,228,0.0,1.0
19.0,15.0,83.0,1015,9.0,11,47.0,107,0.0,4.0
19.0,12.0,67.0,1019,10.0,10,45.0,41,0.0,2.0
16.0,3.0,46.0,1024,10.0,19,45.0,49,0.0,1.0
16.0,4.0,48.0,1021,10.0,16,48.0,45,0.0,2.0
17.0,6.0,51.0,1019,10.0,10,,31,0.0,3.0
18.0,8.0,54.0,1015,10.0,6,27.0,15,0.0,2.0
19.0,10.0,58.0,1009,10.0,8,,341,0.0,3.0
17.0,14.0,88.0,1008,9.0,10,39.0,99,0.0,3.0
16.0,13.0,89.0,1008,8.0,5,,72,0.0,4.0
17.0,9.0,61.0,1014,10.0,8,40.0,300,0.0,3.0
17.0,7.0,54.0,1016,10.0,11,55.0,261,0.0,1.0
18.0,8.0,53.0,1017,10.0,5,34.0,292,0.0,3.0
20.0,8.0,50.0,1019,10.0,8,26.0,324,0.0,2.0
22.0,8.0,44.0,1019,10.0,10,47.0,266,0.0,1.0
24.0,7.0,37.0,1017,10.0,8,35.0,293,0.0,1.0
22.0,7.0,38.0,1019,10.0,8,47.0,283,0.0,1.0
24.0,8.0,38.0,1019,10.0,8,35.0,312,0.0,1.0
23.0,9.0,40.0,1017,10.0,8,42.0,232,0.0,1.0
22.0,8.0,40.0,1015,,10,52.0,275,0.0,
23.0,6.0,38.0,1016,,10,42.0,301,0.0,
22.0,4.0,32.0,1019,,6,29.0,4,0.0,
26.0,9.0,39.0,1019,10.0,8,40.0,255,0.0,1.0
27.0,9.0,34.0,1017,10.0,8,48.0,249,0.0,1.0
26.0,6.0,29.0,1017,,11,63.0,255,0.0,
24.0,4.0,28.0,1018,,8,,276,0.0,
24.0,9.0,39.0,1021,10.0,10,,29,0.0,1.0
27.0,9.0,33.0,1022,10.0,6,32.0,31,0.0,1.0
29.0,11.0,32.0,1020,10.0,6,,114,0.0,1.0
30.0,9.0,29.0,1018,10.0,11,40.0,176,0.0,1.0
28.0,8.0,30.0,1016,10.0,10,64.0,234,0.0,1.0
27.0,11.0,38.0,1017,10.0,11,37.0,20,0.0,1.0
26.0,8.0,37.0,1018,,11,50.0,343,0.0,
27.0,8.0,33.0,1019,10.0,11,55.0,269,0.0,1.0
27.0,7.0,30.0,1014,10.0,8,48.0,292,0.0,1.0
26.0,4.0,28.0,1009,10.0,11,55.0,257,0.0,1.0
24.0,9.0,37.0,1014,10.0,6,32.0,359,0.0,3.0
26.0,7.0,30.0,1017,,11,45.0,266,0.0,
26.0,6.0,28.0,1014,,11,61.0,235,0.0,
23.0,3.0,27.0,1012,,13,52.0,271,0.0,
22.0,3.0,29.0,1015,,6,42.0,275,0.0,
24.0,7.0,34.0,1016,10.0,10,55.0,252,0.0,1.0
24.0,5.0,28.0,1016,,11,50.0,234,0.0,
26.0,3.0,23.0,1013,,8,48.0,295,0.0,
23.0,7.0,32.0,1012,10.0,13,63.0,270,0.0,2.0
20.0,7.0,44.0,1018,10.0,19,61.0,8,0.0,2.0
21.0,4.0,37.0,1020,10.0,10,,17,0.0,1.0
24.0,6.0,32.0,1020,10.0,8,42.0,315,0.0,1.0
26.0,5.0,27.0,1016,,10,69.0,265,0.0,
26.0,8.0,33.0,1011,10.0,14,42.0,281,0.0,1.0
22.0,4.0,33.0,1012,10.0,11,58.0,306,0.0,1.0
24.0,7.0,35.0,1013,10.0,23,40.0,326,0.0,2.0
23.0,4.0,32.0,1016,,8,39.0,338,0.0,
26.0,4.0,28.0,1012,,6,53.0,355,0.0,
23.0,9.0,41.0,1012,10.0,16,48.0,11,0.0,1.0
23.0,6.0,33.0,1015,10.0,16,35.0,360,0.0,1.0
22.0,5.0,32.0,1017,10.0,10,42.0,27,0.0,1.0
24.0,9.0,38.0,1017,10.0,5,27.0,353,0.0,1.0
27.0,10.0,37.0,1014,10.0,8,34.0,342,0.0,1.0
26.0,7.0,35.0,1016,,14,37.0,37,0.0,
26.0,11.0,39.0,1018,10.0,10,34.0,312,0.0,1.0
27.0,8.0,31.0,1017,10.0,10,48.0,308,0.0,1.0
28.0,8.0,29.0,1015,10.0,10,37.0,328,0.0,1.0
27.0,8.0,30.0,1014,10.0,13,42.0,21,0.0,1.0
27.0,9.0,33.0,1010,10.0,10,50.0,119,0.0,1.0
23.0,12.0,48.0,1014,10.0,18,63.0,215,0.0,2.0
23.0,10.0,44.0,1020,10.0,6,39.0,321,0.0,1.0
26.0,8.0,32.0,1019,,6,40.0,302,0.0,
27.0,8.0,31.0,1015,10.0,10,60.0,216,0.0,1.0
24.0,9.0,33.0,1012,10.0,13,52.0,243,0.0,2.0
27.0,12.0,41.0,1012,10.0,16,52.0,240,0.0,1.0
27.0,6.0,29.0,1017,,8,45.0,37,0.0,
26.0,4.0,29.0,1022,10.0,13,39.0,32,0.0,1.0
26.0,8.0,34.0,1021,10.0,8,35.0,141,0.0,1.0
29.0,13.0,40.0,1018,10.0,11,48.0,170,0.0,1.0
28.0,11.0,36.0,1015,10.0,8,82.0,260,0.0,2.0
26.0,14.0,57.0,1014,10.0,18,32.0,271,0.0,1.0
27.0,11.0,42.0,1013,10.0,10,52.0,223,0.0,1.0
27.0,8.0,33.0,1016,,6,42.0,228,0.0,
28.0,9.0,34.0,1017,,6,48.0,255,0.0,
27.0,8.0,32.0,1014,,10,52.0,286,0.0,
27.0,11.0,40.0,1013,10.0,10,42.0,70,0.0,1.0
28.0,11.0,36.0,1018,10.0,10,,70,0.0,1.0
31.0,9.0,30.0,1020,10.0,10,47.0,156,0.0,1.0
29.0,11.0,35.0,1018,10.0,10,52.0,347,0.0,3.0
24.0,13.0,52.0,1017,10.0,11,52.0,232,0.0,2.0
23.0,11.0,44.0,1016,,8,47.0,245,0.0,
24.0,8.0,36.0,1016,10.0,10,48.0,214,0.0,3.0
23.0,7.0,34.0,1014,,11,58.0,277,0.0,
22.0,6.0,36.0,1014,10.0,19,71.0,267,0.0,1.0
19.0,0.0,30.0,1020,,6,35.0,1,0.0,
23.0,2.0,28.0,1019,,10,50.0,293,0.0,
23.0,2.0,26.0,1016,10.0,10,47.0,275,0.0,1.0
22.0,-1.0,22.0,1014,,8,45.0,283,0.0,
23.0,10.0,45.0,1011,10.0,11,58.0,197,0.0,2.0
23.0,12.0,51.0,1012,10.0,8,42.0,178,0.0,2.0
21.0,9.0,48.0,1014,10.0,11,34.0,213,0.0,2.0
19.0,12.0,68.0,1014,10.0,6,,134,0.0,3.0
20.0,11.0,58.0,1016,10.0,10,61.0,247,0.0,1.0
21.0,7.0,42.0,1022,10.0,6,35.0,92,0.0,3.0
22.0,7.0,39.0,1026,,6,39.0,289,0.0,
23.0,4.0,32.0,1024,,6,45.0,306,0.0,
24.0,1.0,24.0,1019,,6,45.0,281,0.0,
24.0,2.0,25.0,1015,,6,40.0,306,0.0,
24.0,4.0,28.0,1014,,8,50.0,292,0.0,
21.0,7.0,39.0,1019,,8,48.0,256,0.0,
23.0,5.0,36.0,1020,,6,,348,0.0,
24.0,6.0,33.0,1017,,6,27.0,358,0.0,
26.0,8.0,36.0,1016,10.0,8,29.0,109,0.0,1.0
24.0,7.0,36.0,1016,,10,34.0,119,0.0,
24.0,8.0,37.0,1017,10.0,8,50.0,283,0.0,1.0
23.0,9.0,40.0,1016,10.0,8,52.0,269,0.0,1.0
21.0,4.0,34.0,1015,10.0,11,32.0,14,0.0,1.0
17.0,2.0,39.0,1022,,8,,39,0.0,
20.0,2.0,34.0,1021,,6,27.0,343,0.0,
21.0,4.0,34.0,1020,10.0,6,34.0,292,0.0,1.0
21.0,6.0,38.0,1019,10.0,6,34.0,278,0.0,1.0
22.0,7.0,39.0,1016,10.0,8,48.0,273,0.0,2.0
20.0,4.0,37.0,1015,,10,35.0,235,0.0,
23.0,2.0,23.0,1020,,6,,162,0.0,
20.0,3.0,38.0,1022,10.0,6,26.0,345,0.0,1.0
21.0,6.0,38.0,1025,10.0,6,24.0,345,0.0,1.0
19.0,4.0,38.0,1025,,5,,26,0.0,
19.0,5.0,40.0,1023,10.0,6,34.0,23,0.0,2.0
20.0,8.0,46.0,1023,10.0,8,,119,0.0,1.0
19.0,8.0,51.0,1023,10.0,8,,116,0.0,1.0
18.0,8.0,53.0,1026,10.0,8,26.0,8,0.0,1.0
19.0,3.0,39.0,1026,,6,27.0,336,0.0,
20.0,-1.0,27.0,1026,,6,35.0,327,0.0,
20.0,0.0,29.0,1024,,5,,335,0.0,
21.0,2.0,33.0,1023,10.0,5,37.0,327,0.0,1.0
18.0,6.0,46.0,1023,,11,,30,0.0,
16.0,3.0,46.0,1025,,11,,21,0.0,
17.0,4.0,47.0,1025,,10,,30,0.0,
19.0,4.0,42.0,1027,,5,26.0,341,0.0,
20.0,1.0,36.0,1026,,5,,334,0.0,
21.0,1.0,32.0,1024,,6,37.0,328,0.0,
21.0,-1.0,28.0,1021,,6,,338,0.0,
19.0,-3.0,25.0,1020,,5,29.0,339,0.0,
17.0,3.0,38.0,1022,10.0,5,,360,0.0,1.0
18.0,6.0,52.0,1023,,5,,360,0.0,
16.0,6.0,52.0,1023,,6,,357,0.0,
16.0,4.0,54.0,1021,,5,,346,0.0,
16.0,3.0,48.0,1020,10.0,6,26.0,352,0.0,1.0
14.0,1.0,46.0,1023,,14,37.0,50,0.0,
11.0,2.0,53.0,1020,10.0,8,,349,0.0,2.0
14.0,4.0,55.0,1017,10.0,5,,337,0.0,3.0
14.0,8.0,68.0,1013,10.0,10,64.0,212,0.0,3.0
14.0,10.0,78.0,1002,10.0,18,47.0,196,0.0,4.0
11.0,4.0,64.0,1008,10.0,16,63.0,231,0.0,2.0
11.0,7.0,73.0,1012,10.0,11,63.0,175,0.0,4.0
12.0,11.0,90.0,1007,9.0,19,55.0,158,0.0,4.0
13.0,8.0,74.0,1019,10.0,8,,25,0.0,2.0
13.0,8.0,73.0,1023,10.0,8,,4,0.0,1.0
14.0,9.0,74.0,1023,10.0,6,29.0,291,0.0,1.0
14.0,10.0,75.0,1019,10.0,6,55.0,275,0.0,2.0
16.0,11.0,78.0,1016,10.0,6,55.0,180,0.0,3.0
14.0,11.0,79.0,1010,10.0,10,53.0,153,0.0,3.0
12.0,10.0,85.0,1002,9.0,21,71.0,196,0.0,4.0
11.0,9.0,92.0,998,9.0,6,52.0,161,0.0,5.0
10.0,6.0,77.0,1006,10.0,6,34.0,302,0.0,3.0
11.0,4.0,62.0,1015,10.0,16,39.0,356,0.0,3.0
11.0,8.0,82.0,1016,10.0,5,,167,0.0,6.0
10.0,6.0,76.0,1017,6.0,5,40.0,200,0.0,2.0
9.0,7.0,83.0,1020,10.0,3,,351,0.0,4.0
13.0,11.0,89.0,1018,6.0,5,26.0,331,0.0,5.0
15.0,11.0,83.0,1017,8.0,3,45.0,223,0.0,3.0
14.0,9.0,74.0,1021,10.0,8,34.0,69,0.0,1.0
13.0,9.0,74.0,1022,10.0,8,,71,0.0,3.0
12.0,9.0,82.0,1016,10.0,10,48.0,124,0.0,4.0
9.0,7.0,90.0,1014,9.0,5,39.0,185,0.0,4.0
9.0,7.0,86.0,1019,9.0,5,,136,0.0,4.0
9.0,7.0,85.0,1023,8.0,3,,349,0.0,4.0
10.0,8.0,86.0,1019,10.0,6,,133,0.0,5.0
12.0,8.0,83.0,1012,10.0,11,42.0,132,0.0,3.0
11.0,11.0,94.0,1011,9.0,6,26.0,14,0.0,5.0
13.0,9.0,83.0,1012,10.0,6,23.0,312,0.0,3.0
11.0,9.0,90.0,1014,10.0,3,,340,0.0,5.0
13.0,8.0,73.0,1023,10.0,10,,22,0.0,5.0
10.0,6.0,78.0,1027,10.0,8,,336,0.0,2.0
9.0,4.0,76.0,1030,,5,,335,0.0,
9.0,3.0,75.0,1030,,6,,348,0.0,
7.0,3.0,80.0,1026,,5,,5,0.0,
7.0,3.0,83.0,1024,,3,,348,0.0,
7.0,3.0,86.0,1025,7.0,5,,356,0.0,
7.0,3.0,85.0,1028,7.0,5,,349,0.0,
7.0,4.0,85.0,1026,7.0,6,21.0,214,0.0,2.0
8.0,3.0,73.0,1019,10.0,11,29.0,329,0.0,3.0
6.0,2.0,80.0,1025,10.0,5,,3,0.0,1.0
4.0,2.0,85.0,1024,8.0,3,,13,0.0,
7.0,3.0,84.0,1023,7.0,3,,306,0.0,3.0
9.0,5.0,76.0,1025,10.0,8,27.0,161,0.0,1.0
6.0,3.0,93.0,1030,4.0,3,32.0,153,0.0,4.0
7.0,3.0,88.0,1029,5.0,3,,13,0.0,1.0
5.0,3.0,91.0,1023,5.0,5,,45,0.0,3.0
4.0,4.0,99.0,1020,2.0,3,,166,0.0,6.0
6.0,4.0,89.0,1019,7.0,5,39.0,185,0.0,5.0
7.0,6.0,91.0,1024,9.0,6,,183,0.0,5.0
8.0,6.0,85.0,1023,10.0,14,52.0,210,0.0,4.0
11.0,7.0,79.0,1021,10.0,16,53.0,223,0.0,4.0
9.0,2.0,66.0,1028,10.0,14,53.0,232,0.0,1.0
9.0,6.0,80.0,1021,10.0,23,80.0,237,0.0,3.0
6.0,-1.0,63.0,1022,10.0,8,29.0,293,0.0,2.0
3.0,-2.0,69.0,1023,10.0,10,,1,0.0,1.0
3.0,-2.0,73.0,1027,,5,,115,0.0,
3.0,-1.0,78.0,1029,7.0,5,,107,0.0,
8.0,3.0,78.0,1029,6.0,5,,1,0.0,
7.0,2.0,82.0,1029,8.0,3,,347,0.0,
6.0,0.0,79.0,1027,,5,23.0,353,0.0,
7.0,-1.0,62.0,1031,,10,,50,0.0,
6.0,-3.0,63.0,1032,,6,,347,0.0,
3.0,-2.0,72.0,1033,,5,,345,0.0,
4.0,-1.0,78.0,1033,,5,,347,0.0,
4.0,-2.0,73.0,1033,,5,,314,0.0,
4.0,-2.0,65.0,1033,,10,42.0,21,0.0,
3.0,-3.0,70.0,1033,,5,27.0,345,0.0,
6.0,-1.0,71.0,1031,,3,21.0,159,0.0,
4.0,1.0,78.0,1027,,6,,71,0.0,
8.0,3.0,71.0,1028,10.0,16,50.0,255,0.0,3.0
4.0,0.0,78.0,1033,,5,23.0,69,0.0,
4.0,0.0,80.0,1034,,5,,23,0.0,
6.0,2.0,84.0,1032,7.0,3,34.0,8,0.0,
8.0,3.0,78.0,1029,5.0,8,61.0,14,0.0,
7.0,2.0,77.0,1030,,3,,308,0.0,
7.0,-3.0,65.0,1028,,8,21.0,345,0.0,
6.0,-3.0,65.0,1027,,6,,343,0.0,
3.0,-2.0,70.0,1030,,5,,346,0.0,
4.0,-2.0,70.0,1030,,5,,356,0.0,
3.0,-2.0,75.0,1030,,5,,351,0.0,
4.0,1.0,80.0,1026,9.0,3,,13,0.0,1.0
3.0,0.0,87.0,1021,6.0,5,39.0,343,0.0,3.0
0.0,0.0,94.0,1018,4.0,2,,5,0.0,5.0
3.0,3.0,90.0,1013,8.0,8,,8,0.0,5.0
6.0,0.0,72.0,1026,10.0,8,,9,0.0,1.0
4.0,-1.0,78.0,1033,,5,,337,0.0,
7.0,2.0,81.0,1036,10.0,5,,320,0.0,4.0
8.0,3.0,80.0,1033,7.0,6,,351,0.0,1.0
8.0,3.0,73.0,1030,10.0,6,24.0,341,0.0,1.0
7.0,2.0,78.0,1024,,5,,354,0.0,
7.0,1.0,74.0,1020,,6,,351,0.0,
8.0,-1.0,67.0,1023,,10,,351,0.0,
6.0,0.0,74.0,1020,,5,24.0,342,0.0,
3.0,1.0,85.0,1017,8.0,5,24.0,18,0.0,2.0
6.0,2.0,79.0,1019,9.0,8,40.0,30,0.0,4.0
6.0,-2.0,63.0,1025,10.0,13,,356,0.0,2.0
6.0,-5.0,49.0,1024,10.0,23,60.0,359,0.0,1.0
3.0,-5.0,58.0,1023,,8,34.0,231,0.0,
4.0,-3.0,66.0,1021,,5,34.0,186,0.0,
3.0,-1.0,74.0,1014,9.0,5,,18,0.0,2.0
2.0,-8.0,53.0,1013,10.0,24,69.0,7,0.0,1.0
1.0,-12.0,42.0,1023,10.0,27,61.0,360,0.0,1.0
1.0,-9.0,48.0,1030,10.0,26,71.0,360,0.0,2.0
4.0,-3.0,58.0,1028,10.0,19,66.0,335,0.0,2.0
9.0,-1.0,54.0,1027,10.0,21,53.0,342,0.0,3.0
4.0,-1.0,62.0,1024,10.0,14,53.0,16,0.0,4.0
1.0,-9.0,49.0,1023,10.0,23,63.0,11,0.0,2.0
2.0,-7.0,61.0,1026,,6,,332,0.0,
2.0,-7.0,60.0,1022,,8,,22,0.0,
0.0,-12.0,46.0,1021,,8,40.0,26,0.0,
-1.0,-12.0,45.0,1022,,16,50.0,360,0.0,
2.0,-7.0,51.0,1026,10.0,19,61.0,8,0.0,1.0
4.0,-3.0,62.0,1021,10.0,10,40.0,354,0.0,4.0
3.0,-3.0,61.0,1025,10.0,11,32.0,23,0.0,1.0
4.0,-3.0,59.0,1023,10.0,13,47.0,54,0.0,4.0
6.0,-4.0,58.0,1023,,8,,334,0.0,
4.0,-4.0,56.0,1022,,6,29.0,295,0.0,
4.0,-3.0,60.0,1022,10.0,8,29.0,349,0.0,2.0
4.0,-9.0,42.0,1026,,10,,22,0.0,
