wind_speed,visibility,precip,pressure,takeoff_risk,landing_risk,enroute_risk
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
18,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
18,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
19,10.0,0.0,1014,LOW RISK,MODERATE RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
18,10.0,0.0,1002,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
19,9.0,0.0,1007,LOW RISK,MODERATE RISK,ENROUTE SAFE
8,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
21,9.0,0.0,1002,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
6,9.0,0.0,998,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
6,10.0,0.0,1006,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,6.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
5,6.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
5,9.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
3,10.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
5,7.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
5,7.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
6,7.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
3,7.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
3,4.0,0.0,1030,MODERATE RISK,LOW RISK,ENROUTE CAUTION
3,5.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE CAUTION
5,5.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE CAUTION
3,2.0,0.0,1020,HIGH RISK,MODERATE RISK,ENROUTE CRITICAL
5,7.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
23,10.0,0.0,1021,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
8,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,7.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
5,6.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
3,7.0,0.0,1032,LOW RISK,LOW RISK,ENROUTE SAFE
8,5.0,0.0,1029,LOW RISK,LOW RISK,ENROUTE CAUTION
3,9.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
5,6.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
2,4.0,0.0,1018,MODERATE RISK,LOW RISK,ENROUTE CAUTION
8,8.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1036,LOW RISK,LOW RISK,ENROUTE SAFE
6,7.0,0.0,1033,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1030,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,9.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
23,10.0,0.0,1024,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
5,9.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
24,10.0,0.0,1013,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
27,10.0,0.0,1023,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
26,10.0,0.0,1030,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
19,10.0,0.0,1028,LOW RISK,MODERATE RISK,ENROUTE SAFE
21,10.0,0.0,1027,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
14,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
23,10.0,0.0,1023,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
19,10.0,0.0,1026,LOW RISK,MODERATE RISK,ENROUTE SAFE
10,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
11,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
10,10.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1027,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
16,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1028,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
18,9.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
3,8.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
6,9.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1024,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,10.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
8,10.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1005,LOW RISK,LOW RISK,ENROUTE SAFE
5,8.0,0.0,1006,LOW RISK,LOW RISK,ENROUTE SAFE
11,9.0,0.0,1006,LOW RISK,LOW RISK,ENROUTE SAFE
13,10.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
14,10.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
6,10.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
6,31.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
16,12.0,0.51,1006,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
19,12.0,0.0,1010,LOW RISK,MODERATE RISK,ENROUTE SAFE
8,11.0,0.0,1005,LOW RISK,LOW RISK,ENROUTE SAFE
13,12.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
26,11.0,0.51,1005,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
18,12.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
31,12.0,0.0,1019,HIGH RISK,HIGH RISK,ENROUTE CAUTION
11,14.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
24,11.0,0.0,1009,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
26,12.0,0.0,1004,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
24,11.0,0.0,1009,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
16,12.0,0.25,1014,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
18,13.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
13,12.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
26,13.0,0.0,1014,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
16,13.0,0.0,1008,LOW RISK,LOW RISK,ENROUTE SAFE
19,9.0,0.25,1008,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
10,11.0,4.06,1010,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
13,11.0,3.05,1007,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
14,11.0,3.05,1010,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
11,10.0,1.02,1012,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
8,11.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
6,12.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,11.0,2.03,1013,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
14,10.0,4.06,1010,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
14,11.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
6,11.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
8,12.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
13,11.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
6,24.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
6,17.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
10,23.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
13,30.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
13,29.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,27.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
14,27.0,0.0,1007,LOW RISK,LOW RISK,ENROUTE SAFE
19,11.0,0.0,1007,LOW RISK,MODERATE RISK,ENROUTE SAFE
13,11.0,0.25,1009,MODERATE RISK,MODERATE RISK,ENROUTE CAUTION
11,12.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
6,13.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
6,29.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,16.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
16,29.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,31.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,12.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,29.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
6,16.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,17.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,22.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,14.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
14,12.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
6,28.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,29.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
13,15.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
19,15.0,0.0,1009,LOW RISK,MODERATE RISK,ENROUTE SAFE
11,15.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
10,28.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
18,13.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
24,15.0,0.0,1012,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
19,13.0,0.0,1016,LOW RISK,MODERATE RISK,ENROUTE SAFE
8,24.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
16,31.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
13,29.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,24.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
8,15.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
11,11.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
8,15.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
14,13.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,28.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,31.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
10,29.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,15.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,13.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
16,11.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
18,9.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
14,31.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
14,13.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
11,14.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
11,14.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
8,30.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
13,15.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
13,30.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,14.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,16.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
13,16.0,0.0,1025,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1026,LOW RISK,LOW RISK,ENROUTE SAFE
8,17.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,14.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,30.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
11,16.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,16.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
11,14.0,1.02,1014,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
11,11.0,5.08,1014,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
13,12.0,0.51,1014,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
8,13.0,0.0,1014,LOW RISK,LOW RISK,ENROUTE SAFE
8,15.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
14,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,27.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
11,13.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
6,16.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,14.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,17.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
10,12.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
13,22.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
6,31.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1012,LOW RISK,LOW RISK,ENROUTE SAFE
18,13.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,13.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,29.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,18.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,23.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,17.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
8,14.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
8,13.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
11,24.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
10,13.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,30.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,15.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
10,18.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
19,31.0,0.0,1025,LOW RISK,MODERATE RISK,ENROUTE SAFE
11,31.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
16,25.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
14,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,15.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,15.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,13.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
8,12.0,0.51,1020,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6,13.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
8,13.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
5,30.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,27.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
14,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
10,31.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,31.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
8,29.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,14.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
10,12.0,0.0,1017,LOW RISK,LOW RISK,ENROUTE SAFE
10,12.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
6,12.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
11,13.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
26,12.0,0.0,1016,MODERATE RISK,HIGH RISK,ENROUTE CAUTION
23,12.0,0.0,1010,MODERATE RISK,MODERATE RISK,ENROUTE SAFE
19,11.0,0.51,1007,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5,13.0,0.76,1014,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
10,8.0,32.0,1013,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
13,11.0,3.05,1013,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
6,13.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
5,28.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,27.0,0.0,1022,LOW RISK,LOW RISK,ENROUTE SAFE
5,29.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
5,31.0,0.0,1018,LOW RISK,LOW RISK,ENROUTE SAFE
6,31.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
6,16.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
3,21.0,0.0,1023,LOW RISK,LOW RISK,ENROUTE SAFE
5,26.0,0.0,1021,LOW RISK,LOW RISK,ENROUTE SAFE
5,17.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE SAFE
8,14.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
16,12.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
10,11.0,4.06,1015,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
8,12.0,0.0,1015,LOW RISK,LOW RISK,ENROUTE SAFE
11,11.0,0.0,1010,LOW RISK,LOW RISK,ENROUTE SAFE
13,31.0,0.0,1013,LOW RISK,LOW RISK,ENROUTE SAFE
6,31.0,0.0,1016,LOW RISK,LOW RISK,ENROUTE SAFE
8,31.0,0.0,1011,LOW RISK,LOW RISK,ENROUTE SAFE
11,13.0,1.02,1004,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
10,11.0,1.02,1009,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5,10.0,1.02,1012,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
5,11.0,2.03,1012,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
3,5.0,0.0,1019,LOW RISK,LOW RISK,ENROUTE CAUTION
5,23.0,0.0,1020,LOW RISK,LOW RISK,ENROUTE SAFE
6,11.0,0.51,1015,HIGH RISK,HIGH RISK,ENROUTE CRITICAL
